CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
569778;Power BI -leiri;28.10.2019;31.10.2019;Online;PDF;Power BI -leirillä opit hyödyntämään monipuolisesti ja oikein Microsoftin Power BI-, Power Pivot- ja Power Query -työkaluja nykyaikaisessa raportoinnissa. Leirin jälkeen tunnet työkalujen erot ja osaat valita niistä oikean jokaiseen raportoinnin vaiheeseen. Jos haluat myös todentaa osaamisesi - Power BI -leirin sisältö valmistaa sinut kattavasti Microsoftin MCSA: BI Reporting -sertifiointiin tähtääviin testeihin.;True;Productivity;Business Applications;Spreadsheets and Reporting;
569290;SharePoint Framework -sovelluskehitys;5.9.2019;6.9.2019;Online;;Sovelluskehittäjä tai arkkitehti - oletko toteuttamassa selainkäyttöliittymällisiä ratkaisuja SharePointin päälle? Tämä kurssi tarjoaa ratkaisut.;True;Technology;Software Development;Web Development;
569289;SharePoint Framework -sovelluskehitys;5.9.2019;6.9.2019;Pasila;;Sovelluskehittäjä tai arkkitehti - oletko toteuttamassa selainkäyttöliittymällisiä ratkaisuja SharePointin päälle? Tämä kurssi tarjoaa ratkaisut.;True;Technology;Software Development;Web Development;
569494;SharePoint Framework -sovelluskehitys;16.9.2019;17.9.2019;Online;;Sovelluskehittäjä tai arkkitehti - oletko toteuttamassa selainkäyttöliittymällisiä ratkaisuja SharePointin päälle? Tämä kurssi tarjoaa ratkaisut.;True;Technology;Software Development;Web Development;
569495;SharePoint Framework -sovelluskehitys;16.9.2019;17.9.2019;Pasila;;Sovelluskehittäjä tai arkkitehti - oletko toteuttamassa selainkäyttöliittymällisiä ratkaisuja SharePointin päälle? Tämä kurssi tarjoaa ratkaisut.;True;Technology;Software Development;Web Development;
568838;DO410 Automation with Ansible and Ansible Tower;28.10.2019;1.11.2019;Pasila;Kirja tai muu tuloste;Get up to speed quickly with Ansible and Ansible Tower;True;Technology;Infra;Red Hat;
568732;20777 Implementing Microsoft Azure Cosmos DB Solutions;3.10.2019;4.10.2019;Pasila;PDF;NoSQL Azuressa - CosmosDB!Tällä 2-päiväisellä kurssilla saat taidot suunnitella ja toteuttaa Azure CosmosDB -ratkaisuja. Suomeksi. Materiaali on englanniksi.;True;Technology;Databases and Analytics;Reporting and BI;
568733;20777 Implementing Microsoft Azure Cosmos DB Solutions;3.10.2019;4.10.2019;Online;PDF;NoSQL Azuressa - CosmosDB!Tällä 2-päiväisellä kurssilla saat taidot suunnitella ja toteuttaa Azure CosmosDB -ratkaisuja. Suomeksi. Materiaali on englanniksi.;True;Technology;Databases and Analytics;Reporting and BI;
570196;DO292 Red Hat OpenShift Development II;4.5.2020;7.5.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570174;DO285 Containers, Kubernetes, and Red Hat OpenShift Administration I;27.1.2020;31.1.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570175;DO285 Containers, Kubernetes, and Red Hat OpenShift Administration I;1.6.2020;5.6.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
568834;DO281 Red Hat OpenShift Administration I with exam;7.10.2019;10.10.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
568835;DO281 Red Hat OpenShift Administration I with exam;2.12.2019;5.12.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570181;DO281 Red Hat OpenShift Administration I with exam;24.2.2020;27.2.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570182;DO281 Red Hat OpenShift Administration I with exam;25.5.2020;28.5.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
569932;ASTQB Mobile Testing Certificate eLearning;12.9.2019;12.9.2019;Online;;Enter the mobile testing arena with this certified course by the American Software Testing Qualifications Board.;True;Technology;Testing;;
570198;ISTQB Advanced Security Tester eLearning;7.10.2019;7.10.2019;Online;;Develop a truly niche skillset in security testing and gain recognition as an advanced security testing professional.;True;Technology;Testing;;
570140;ISTQB Advanced Technical Test Analyst Certificate eLearning;1.10.2019;1.10.2019;Online;;Use advanced technical competency to better evaluate technical system attributes.;True;Technology;Testing;;
570012;ISTQB Foundation Certificate eLearning;18.9.2019;18.9.2019;Online;;Gain essential testing skills and build your career with this industry standard qualification for software testing professionals from the International Software Testing Qualifications Board. This eLearning course is provided by Knowit with materials from Planit. Price does not include certification exam.You have full access to the material for 6 months after activating Your order.;True;Technology;Software Development;Other Software Development;
568494;Microsoft Dynamics 365 Customer Engagement (CRM) System Administraattoreille ;2.9.2019;4.9.2019;Pasila;PDF;Kurssi järjestelmän ylläpitäjille, organisaation järjestelmän kehittäjille ja heille joille riittävä osaaminen ei ole tarpeeksi.Kolmen intensiivisen päivän aikana tutustumme järjestelmän toiminallisuuksiin, parhaisiin käytäntöihin, tyypillisiin käyttäjien kohtaamiin ongelmiin ja niiden ratkomiseen, käyttäjähallintaan, kustomointiin (mukauttamiseen) ja pääkäyttäjältä vaadittavaan osaamiseen.Hyödyt ja lopputulema: Perusteellinen toiminnallinen ja tekninen osaaminen, kyky mukauttaa järjestelmä organisaation tarpeisiin sekä käyttäjähallinnasta vastaaminen.&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
568495;Microsoft Dynamics 365 Customer Engagement (CRM) System Administraattoreille ;2.9.2019;4.9.2019;Online;PDF;Kurssi järjestelmän ylläpitäjille, organisaation järjestelmän kehittäjille ja heille joille riittävä osaaminen ei ole tarpeeksi.Kolmen intensiivisen päivän aikana tutustumme järjestelmän toiminallisuuksiin, parhaisiin käytäntöihin, tyypillisiin käyttäjien kohtaamiin ongelmiin ja niiden ratkomiseen, käyttäjähallintaan, kustomointiin (mukauttamiseen) ja pääkäyttäjältä vaadittavaan osaamiseen.Hyödyt ja lopputulema: Perusteellinen toiminnallinen ja tekninen osaaminen, kyky mukauttaa järjestelmä organisaation tarpeisiin sekä käyttäjähallinnasta vastaaminen.&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
570035;Microsoft Dynamics 365 Customer Engagement (CRM) System Administraattoreille ;19.11.2019;21.11.2019;Pasila;PDF;Kurssi järjestelmän ylläpitäjille, organisaation järjestelmän kehittäjille ja heille joille riittävä osaaminen ei ole tarpeeksi.Kolmen intensiivisen päivän aikana tutustumme järjestelmän toiminallisuuksiin, parhaisiin käytäntöihin, tyypillisiin käyttäjien kohtaamiin ongelmiin ja niiden ratkomiseen, käyttäjähallintaan, kustomointiin (mukauttamiseen) ja pääkäyttäjältä vaadittavaan osaamiseen.Hyödyt ja lopputulema: Perusteellinen toiminnallinen ja tekninen osaaminen, kyky mukauttaa järjestelmä organisaation tarpeisiin sekä käyttäjähallinnasta vastaaminen.&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
570036;Microsoft Dynamics 365 Customer Engagement (CRM) System Administraattoreille ;19.11.2019;21.11.2019;Online;PDF;Kurssi järjestelmän ylläpitäjille, organisaation järjestelmän kehittäjille ja heille joille riittävä osaaminen ei ole tarpeeksi.Kolmen intensiivisen päivän aikana tutustumme järjestelmän toiminallisuuksiin, parhaisiin käytäntöihin, tyypillisiin käyttäjien kohtaamiin ongelmiin ja niiden ratkomiseen, käyttäjähallintaan, kustomointiin (mukauttamiseen) ja pääkäyttäjältä vaadittavaan osaamiseen.Hyödyt ja lopputulema: Perusteellinen toiminnallinen ja tekninen osaaminen, kyky mukauttaa järjestelmä organisaation tarpeisiin sekä käyttäjähallinnasta vastaaminen.&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
568496;Microsoft Dynamics 365 Customer Engagement (CRM) Key Usereille;2.9.2019;3.9.2019;Pasila;PDF;Pääkäyttäjäroolissa toimiville suunnattu kaksipäiväinen kurssi sopii myös kaikille, joille perustietämys Dynamics 365:stä ei riitä. Kykenet jatkossa ratkomaan käyttäjien ongelmat ja saat omalla osaamisellasi käyttäjät innostumaan järjestelmästä. Ennen kaikkea, toimit mainiona linkkinä käyttäjien ja liiketoimintajohdon välillä.;True;Productivity;Sales and Marketing;CRM Courses;
568497;Microsoft Dynamics 365 Customer Engagement (CRM) Key Usereille;2.9.2019;3.9.2019;Online;PDF;Pääkäyttäjäroolissa toimiville suunnattu kaksipäiväinen kurssi sopii myös kaikille, joille perustietämys Dynamics 365:stä ei riitä. Kykenet jatkossa ratkomaan käyttäjien ongelmat ja saat omalla osaamisellasi käyttäjät innostumaan järjestelmästä. Ennen kaikkea, toimit mainiona linkkinä käyttäjien ja liiketoimintajohdon välillä.;True;Productivity;Sales and Marketing;CRM Courses;
570033;Microsoft Dynamics 365 Customer Engagement (CRM) Key Usereille;19.11.2019;20.11.2019;Pasila;PDF;Pääkäyttäjäroolissa toimiville suunnattu kaksipäiväinen kurssi sopii myös kaikille, joille perustietämys Dynamics 365:stä ei riitä. Kykenet jatkossa ratkomaan käyttäjien ongelmat ja saat omalla osaamisellasi käyttäjät innostumaan järjestelmästä. Ennen kaikkea, toimit mainiona linkkinä käyttäjien ja liiketoimintajohdon välillä.;True;Productivity;Sales and Marketing;CRM Courses;
570034;Microsoft Dynamics 365 Customer Engagement (CRM) Key Usereille;19.11.2019;20.11.2019;Online;PDF;Pääkäyttäjäroolissa toimiville suunnattu kaksipäiväinen kurssi sopii myös kaikille, joille perustietämys Dynamics 365:stä ei riitä. Kykenet jatkossa ratkomaan käyttäjien ongelmat ja saat omalla osaamisellasi käyttäjät innostumaan järjestelmästä. Ennen kaikkea, toimit mainiona linkkinä käyttäjien ja liiketoimintajohdon välillä.;True;Productivity;Sales and Marketing;CRM Courses;
569199;Flow ja PowerApps;2.9.2019;2.9.2019;Pasila;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
569200;Flow ja PowerApps;2.9.2019;2.9.2019;Online;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
570114;Flow ja PowerApps;13.3.2020;13.3.2020;Pasila;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
570116;Flow ja PowerApps;13.3.2020;13.3.2020;Online;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
569819;Flow ja PowerApps;21.11.2019;21.11.2019;Pasila;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
569820;Flow ja PowerApps;21.11.2019;21.11.2019;Online;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
570113;Flow ja PowerApps;13.1.2020;13.1.2020;Online;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
570112;Flow ja PowerApps;13.1.2020;13.1.2020;Pasila;PDF;Flow ja PowerApps tarjoavat helpotusta rutiinitehtäviin. Tällä kurssilla saat valmiudet sinua itseä, työryhmääsi tai koko yritystä helpottavan pienoissovelluksen rakentamiseksi, jolla voi erilaisten yhteyksien ja yhdyskäytävien kautta olla yhteydessä liiketoiminnan käyttämiin tietojärjestelmiin ja hyödyntää niiden tietoja.;False;Productivity;Modern Work and Productivity;;
569170;VMware vSphere: Design Workshop;20.11.2019;22.11.2019;Pasila;;Tällä VMware vSphere Design kurssilla opit suunnittelemaan, määrittelemään ja mitoittamaan VMware virtualisointi ympäristöjä. Tämän kurssin sisältö on aiheellinen, jos omassa ympäristössäsi ollaan uusimassa, päivittämässä tai laajentamassa VMware vSphere ympäristöä. Jos työhösi kuuluu konsultoida asiakkaiden VMware vSphere ympäristöjä, on tämä kurssi suorastaan välttämätön. Kurssi valmentaa myös VMware VCAP Design sertifiointiin.&nbsp;;True;Technology;Infra;VMware;
569171;VMware vSphere: Design Workshop;20.11.2019;22.11.2019;Online;;Tällä VMware vSphere Design kurssilla opit suunnittelemaan, määrittelemään ja mitoittamaan VMware virtualisointi ympäristöjä. Tämän kurssin sisältö on aiheellinen, jos omassa ympäristössäsi ollaan uusimassa, päivittämässä tai laajentamassa VMware vSphere ympäristöä. Jos työhösi kuuluu konsultoida asiakkaiden VMware vSphere ympäristöjä, on tämä kurssi suorastaan välttämätön. Kurssi valmentaa myös VMware VCAP Design sertifiointiin.&nbsp;;True;Technology;Infra;VMware;
569246;Ohjelmistorobotiikka (RPA) teknisille kehittäjille;26.11.2019;27.11.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Software Development;Agile;
569239;DevOps Practitioner (DASA);2.10.2019;3.10.2019;Pasila;PDF;This course will help you understand how to apply the necessary skills to practice DevOps.;True;Technology;Software Development;Agile;
569245;ISTQB Advanced Level/Test Automation Engineer Certificate Course;13.11.2019;18.11.2019;Pasila;Kirja tai muu tuloste;The ISTQB Advanced Test Automation Engineer Certificate Course is a three-day course explaining the tasks of a test automation engineer (TAE) in designing, developing, and maintaining test automation solutions.;True;Technology;Testing;;
569996;SQL-kielen perusteet (SoveltoX);17.9.2019;17.9.2019;Online;;Jos kaipaat perehdytystä SQL-kieleen, tämän kurssikokonaisuuden käytyäsi osaat tehdä peruskyselyitä relaatiotietokantaan.SQL-kielen perusteet -kokonaisuus on saatavilla Sovelto Virtual -itseopiskelupakettina!;True;Technology;Databases and Analytics;Database Programming;
570042;Projektijohtaminen (SoveltoX);23.9.2019;23.9.2019;Online;;Kaipaatko perustietoa projektinhallinnasta, projektien suunnittelusta, riskien hallinnasta ja IPMA-sertifioinnin aiheista?Projektijohtaminen -kokonaisuus nyt saatavilla Sovelto Virtual -itseopiskelupakettina!;True;Leadership;Project Management;;
569984;IT-palvelunhallinta (SoveltoX);16.9.2019;16.9.2019;Online;;Kokonaisuudessa käydään läpi IT-palvelujohtamisen perusteita ja tutustutaan keskeisiin käsitteisiin. Kurssi noudattelee pitkälti samaa ajattelumallia ja viitekehystä kuin ITIL palvelujohtaminen.IT-palvelunhallinta -kokonaisuus on saatavilla Sovelto Virtual -itseopiskelupakettina!;True;Leadership;Agile Development;;
569959;Office 365 Teams tunnissa (SoveltoX);1.9.2019;1.9.2019;Online;;Teams tunnissa on virtuaalikurssi, jolla sinä voit itsenäisesti opetella Office 365 Teamsin käytön.Teams tunnissa -kokonaisuus on saatavilla Sovelto Virtual -itseopiskelupakettina!;True;Productivity;Modern Work and Productivity;;
569244;Koneoppiminen Data-analytiikassa;23.10.2019;24.10.2019;Pasila;Kirja tai muu tuloste;Tekoälysovellusten (machine learning) hyödyntäminen on kasvamassa yhä keskeisemmäksi osaksi data-analytiikkaa. Kurssi tarjoaa yhtenäisen, selkeän ja innostavan kuvan tekoälyn (AI) mahdollisuuksista data-analytiikassa.;True;Technology;Databases and Analytics;Reporting and BI;
569240;Python Programming Basics ;12.9.2019;13.9.2019;Pasila;PDF;Hanki perustiedot Python-ohjelmointikielestä;True;Technology;Software Development;;
569990;Scrum Master (EN);3.12.2019;4.12.2019;Pasila;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile;
569989;Scrum Master (EN);10.2.2020;11.2.2020;Pasila;;Scrum Master course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes, such as how to optimize value, productivity, and total costs.;True;Technology;Software Development;Agile;
569991;Scrum Product Owner (EN);18.11.2019;19.11.2019;Pasila;PDF;Product Owner course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes regarding to Product Owner’s role, such as how to optimize value, manage backlog, do release planning.;True;Technology;Software Development;Agile;
569992;Scrum Product Owner (EN);28.1.2020;29.1.2020;Pasila;PDF;Product Owner course covers the Scrum basics, such as the framework, theory of Scrum, roles, events, and artifacts. The course also covers the more advanced themes regarding to Product Owner’s role, such as how to optimize value, manage backlog, do release planning.;True;Technology;Software Development;Agile;
569934;20767 MOD+DMOC Implementing a SQL Data Warehouse;9.9.2019;9.9.2019;Online;PDF;;True;Technology;Databases and Analytics;Reporting and BI;
569302;Microsoft Dynamics 365 Valmennusohjelma;5.9.2019;30.10.2019;Pasila;PDF;TEEMME SINUSTA DYNAMICS 365 -KONSULTIN 9:SSÄ VIIKOSSA! - VALMENNUSOHJELMAN UUSINTAKoulutusohjelman päättyessä olet valmis työskentelemään konsulttina Dynamics-projekteissa. Varmistamme, että opit kaikki hyvän Dynamics-konsultin tarvitsemat taidot mukaan lukien konsulttiosaamisen, jota tulet työssäsi tarvitsemaan. Tekninen osaamisesi kasvaa merkittävästi ja onnistut sekä asiakaskeskusteluissa että käyttöönottoprojekteissa. Kerro mielenkiinnostasi valmennushjelmaa kohtaan soittamalla myyntitiimillemme p. 042 42 2121 tai kouluttajalle, Catarina Linderborgille p. 040-167 6082  tai catarina.linderborg@sovelto.fi;True;Productivity;Sales and Marketing;CRM Courses;
569393;API design;12.9.2019;12.9.2019;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on? Tämä päivän mittainen koulutus antaa hyvän yleiskuvan siitä, mitä ovat nykypäivän REST API:t, hyvän API:n suunnitteluperiaatteet ja eri toteutusteknologiat.;True;Technology;Software Development;Web Development;
569390;API design;12.9.2019;12.9.2019;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on? Tämä päivän mittainen koulutus antaa hyvän yleiskuvan siitä, mitä ovat nykypäivän REST API:t, hyvän API:n suunnitteluperiaatteet ja eri toteutusteknologiat.;True;Technology;Software Development;Web Development;
569921;API design;5.11.2019;5.11.2019;Pasila;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on? Tämä päivän mittainen koulutus antaa hyvän yleiskuvan siitä, mitä ovat nykypäivän REST API:t, hyvän API:n suunnitteluperiaatteet ja eri toteutusteknologiat.;True;Technology;Software Development;Web Development;
569922;API design;5.11.2019;5.11.2019;Online;;Tiedätkö mitä nykypäivän APIt ovat ja miten ne tulisi suunnitella ja millaisia toteutusvaihtoehtoja on? Tämä päivän mittainen koulutus antaa hyvän yleiskuvan siitä, mitä ovat nykypäivän REST API:t, hyvän API:n suunnitteluperiaatteet ja eri toteutusteknologiat.;True;Technology;Software Development;Web Development;
569243;Ohjelmistorobotiikan (Robotic Process Automation) perusteet;9.10.2019;9.10.2019;Pasila;Kirja tai muu tuloste;Ohjelmistorobotiikka on yksi tämän hetken kuumimpia teknologiatrendejä. Ohjelmistorobotiikka eli Robotic Process Automation (RPA) tarjoaa organisaatioille nopean ja matalan kynnyksen ratkaisun prosessiautomaatioon. Ohjelmistorobotiikan kanssa pääsee parhaiten alkuun kun lähtee rohkeasti testaamaan.;True;Leadership;Agile Development;;
569029;20773 Analyzing Big Data with Microsoft R ;30.9.2019;2.10.2019;Pasila;PDF;Microsoft R Server data-analyytikolle!Tämän 3-päiväisen kurssin tavoitteena on antaa taidot käyttää Microsoft R (ML) Serveriä suurten datajoukkojen analysoinnissa Big Data -ympäristössä. Kurssi edellyttää R-kielen osaamista.;True;Technology;Databases and Analytics;Reporting and BI;
569030;20773 Analyzing Big Data with Microsoft R ;30.9.2019;2.10.2019;Online;PDF;Microsoft R Server data-analyytikolle!Tämän 3-päiväisen kurssin tavoitteena on antaa taidot käyttää Microsoft R (ML) Serveriä suurten datajoukkojen analysoinnissa Big Data -ympäristössä. Kurssi edellyttää R-kielen osaamista.;True;Technology;Databases and Analytics;Reporting and BI;
569021;Leading SAFe;24.10.2019;25.10.2019;Pasila;Kirja tai muu tuloste;Opi johtamaan ja skaalaamaan ketterää ohjelmistokehitystä! Vain organisaation johto voi muuttaa organisaation rakenteita tukemaan Lean-Agile ajattelua. Lean ajattelun perustana on johtaminen, SAFe:n perustana olet sinä!;True;Leadership;Agile Development;;
569020;Leading SAFe;24.10.2019;25.10.2019;Online;Kirja tai muu tuloste;Opi johtamaan ja skaalaamaan ketterää ohjelmistokehitystä! Vain organisaation johto voi muuttaa organisaation rakenteita tukemaan Lean-Agile ajattelua. Lean ajattelun perustana on johtaminen, SAFe:n perustana olet sinä!;True;Leadership;Agile Development;;
569994;Leading SAFe;12.12.2019;13.12.2019;Pasila;Kirja tai muu tuloste;Opi johtamaan ja skaalaamaan ketterää ohjelmistokehitystä! Vain organisaation johto voi muuttaa organisaation rakenteita tukemaan Lean-Agile ajattelua. Lean ajattelun perustana on johtaminen, SAFe:n perustana olet sinä!;True;Leadership;Agile Development;;
568829;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;23.9.2019;26.9.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570038;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;16.12.2019;20.12.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
568830;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;16.12.2019;19.12.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570190;DO289 Red Hat OpenShift Development I: Containerizing Applications with exam;16.3.2020;20.3.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
568827;DO288 Red Hat OpenShift Development I: Containerizing Applications;23.9.2019;25.9.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570037;DO288 Red Hat OpenShift Development I: Containerizing Applications;16.12.2019;19.12.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
568828;DO288 Red Hat OpenShift Development I: Containerizing Applications;16.12.2019;18.12.2019;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
570189;DO288 Red Hat OpenShift Development I: Containerizing Applications;16.3.2020;19.3.2020;Pasila;Kirja tai muu tuloste;;True;Technology;Infra;Red Hat;
569164;20703-1 Administering System Center Configuration Manager (SCCM);1.10.2019;4.10.2019;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
569167;20703-1 Administering System Center Configuration Manager (SCCM);1.10.2019;4.10.2019;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
569166;20703-1 Administering System Center Configuration Manager (SCCM);12.11.2019;15.11.2019;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
569165;20703-1 Administering System Center Configuration Manager (SCCM);12.11.2019;15.11.2019;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
570157;20703-1 Administering System Center Configuration Manager (SCCM);27.1.2020;30.1.2020;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
570158;20703-1 Administering System Center Configuration Manager (SCCM);27.1.2020;30.1.2020;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
570160;20703-1 Administering System Center Configuration Manager (SCCM);23.3.2020;26.3.2020;Online;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
570159;20703-1 Administering System Center Configuration Manager (SCCM);23.3.2020;26.3.2020;Pasila;PDF;Tällä kurssilla opit käyttämään SCCM ohjelmistoa monipuolisesti työasemien ja palvelimien hallintaan. Erityisesti opit keräämään ja jalostamaan inventaariodataa, asentamaan sovelluksia, päivittämään työasemia ja palvelimia keskitetysti sekä tekemään automatisoitua kone asennuksia.;True;Technology;Infra;System Center and Device Management;
568815;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;2.9.2019;4.9.2019;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat;
568816;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;11.11.2019;13.11.2019;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat;
570195;DO180 Introduction to Containers, Kubernetes, and Red Hat OpenShift;15.4.2020;17.4.2020;Pasila;Kirja tai muu tuloste;Introduction to building and managing docker containers for deployment on a Kubernetes cluster;True;Technology;Infra;Red Hat;
